City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,bayganin,48.6947,55.8742,87.35,26,56,9.62,KZ,1691252539
1,belmonte,-15.8631,-38.8828,78.55,51,0,6.53,BR,1691252582
2,magadan,59.5667,150.8,53.22,62,100,7.56,RU,1691252582
3,port elizabeth,-33.918,25.5701,72.1,82,0,0.0,ZA,1691252582
4,edinburgh of the seven seas,-37.0676,-12.3116,55.81,79,8,31.36,SH,1691252582
5,chui,-33.6971,-53.4616,59.49,46,0,6.38,UY,1691252582
6,missoula,47.0166,-113.8009,59.85,64,100,1.99,US,1691252400
7,invercargill,-46.4,168.35,42.03,91,78,4.0,NZ,1691252554
8,dzhambeyty,50.2536,52.595,89.47,29,67,8.05,KZ,1691252583
9,kodinsk,58.6881,99.1844,47.25,90,86,1.12,RU,1691252583
10,kanata,45.3159,-75.8985,73.87,67,40,9.22,CA,1691252584
11,albany,42.6001,-73.9662,78.17,68,6,1.99,US,1691252372
12,olonkinbyen,70.9221,-8.7187,38.53,91,100,22.73,SJ,1691252584
13,port-aux-francais,-49.35,70.2167,36.19,71,100,33.31,TF,1691252585
14,cicero dantas,-10.6,-38.3833,83.73,36,3,9.04,BR,1691252585
15,safaga,26.7292,33.9365,91.96,36,0,9.17,EG,1691252585
16,greymouth,-42.4667,171.2,48.11,93,100,2.62,NZ,1691252585
17,margaret river,-33.95,115.0667,48.29,83,100,3.8,AU,1691252585
18,kodiak,57.79,-152.4072,49.51,93,100,3.44,US,1691252586
19,dunay,42.8803,132.3375,65.12,91,100,13.09,RU,1691252586
20,afaahiti,-17.75,-149.2833,71.47,75,10,4.21,PF,1691252586
21,waitangi,-43.9535,-176.5597,42.82,79,98,5.01,NZ,1691252586
22,ban houakhoua,20.2453,100.4547,72.59,100,100,1.23,LA,1691252586
23,tiksi,71.6872,128.8694,36.01,87,100,8.88,RU,1691252587
24,konosu,36.05,139.5167,83.82,66,1,10.18,JP,1691252587
25,hadibu,12.65,54.0333,79.02,77,41,17.02,YE,1691252587
26,guayaquil,-2.1667,-79.9,85.96,62,40,4.61,EC,1691252506
27,hermanus,-34.4187,19.2345,54.81,82,97,4.88,ZA,1691252587
28,ambon,-3.6954,128.1814,77.88,95,97,16.55,ID,1691252588
29,sabang,5.8933,95.3214,83.01,76,87,5.84,ID,1691252588
30,rakops,-21.0167,24.3333,65.91,28,0,6.67,BW,1691252588
31,avarua,-21.2078,-159.775,71.65,78,94,5.75,CK,1691252588
32,bredasdorp,-34.5322,20.0403,54.1,88,80,6.29,ZA,1691252588
33,cabo san lucas,22.8909,-109.9124,89.19,74,75,3.44,MX,1691252459
34,kavaratti,10.5669,72.642,82.38,79,62,18.05,IN,1691252589
35,kapuskasing,49.4169,-82.4331,69.89,56,75,3.44,CA,1691252403
36,grytviken,-54.2811,-36.5092,24.71,81,83,11.68,GS,1691252589
37,longyearbyen,78.2186,15.6401,51.64,93,75,9.22,SJ,1691252433
38,essaouira,31.5125,-9.77,81.9,65,20,6.91,MA,1691252590
39,vilyuchinsk,52.9306,158.4028,53.87,86,0,8.12,RU,1691252590
40,bechar,31.6167,-2.2167,106.12,10,0,4.61,DZ,1691252590
41,kingston,17.997,-76.7936,95.23,63,20,24.16,JM,1691252298
42,petropavlovsk-kamchatsky,53.0452,158.6483,52.39,100,75,4.47,RU,1691252590
43,puerto natales,-51.7236,-72.4875,42.39,81,97,17.9,CL,1691252591
44,adamstown,-25.066,-130.1015,64.96,56,4,7.83,PN,1691252591
45,ust-nera,64.5667,143.2,53.67,58,85,2.62,RU,1691252591
46,kayes,14.0,-11.0,91.24,53,100,4.76,ML,1691252591
47,yellowknife,62.456,-114.3525,66.72,48,20,8.05,CA,1691252406
48,shushtar,32.0455,48.8567,110.37,9,0,13.53,IR,1691252592
49,portland,45.5234,-122.6762,70.99,79,100,5.75,US,1691252304
50,puerto baquerizo moreno,-0.9,-89.6,77.99,83,75,13.8,EC,1691252592
51,guerrero negro,27.9769,-114.0611,72.27,67,36,8.05,MX,1691252566
52,port mathurin,-19.6833,63.4167,73.15,75,33,24.05,MU,1691252593
53,hawaiian paradise park,19.5933,-154.9731,71.04,88,0,6.91,US,1691252593
54,lashio,22.9333,97.75,69.04,100,100,1.25,MM,1691252593
55,luau,-10.7073,22.2247,79.29,20,2,2.51,AO,1691252593
56,taroa,8.7058,171.2275,82.22,71,92,14.97,MH,1691252593
57,puerto ayora,-0.7393,-90.3518,84.16,91,42,8.99,EC,1691252594
58,port lincoln,-34.7333,135.8667,51.55,63,79,4.97,AU,1691252594
59,atafu village,-8.5421,-172.5159,81.82,79,60,10.31,TK,1691252594
60,kaiama,9.6225,3.9481,79.88,80,100,5.88,NG,1691252594
61,huai yot,7.7893,99.6348,75.45,92,68,2.28,TH,1691252595
62,port alfred,-33.5906,26.891,66.18,77,0,9.04,ZA,1691252595
63,happy valley-goose bay,53.3168,-60.3315,71.91,53,75,12.66,CA,1691252595
64,queenstown,-31.8976,26.8753,60.37,26,0,0.78,ZA,1691252356
65,natal,-5.795,-35.2094,84.85,61,40,17.27,BR,1691252595
66,utrik,11.2278,169.8474,83.12,71,100,18.9,MH,1691252596
67,whitehorse,60.7161,-135.0538,63.37,63,75,12.66,CA,1691252596
68,wailua homesteads,22.0669,-159.378,77.79,84,75,10.36,US,1691252596
69,rongelap,11.1635,166.8941,82.78,78,100,14.2,MH,1691252596
70,birobidzhan,48.8,132.95,56.12,89,100,5.39,RU,1691252596
71,pacific grove,36.6177,-121.9166,59.81,94,100,5.99,US,1691252596
72,hamilton,39.1834,-84.5333,86.99,67,0,9.22,US,1691252597
73,severo-yeniseyskiy,60.3725,93.0408,46.65,94,100,2.71,RU,1691252597
74,qaqortoq,60.7167,-46.0333,46.47,72,5,5.21,GL,1691252597
75,post,33.1909,-101.3782,95.97,26,0,15.99,US,1691252597
76,aasiaat,68.7098,-52.8699,35.22,93,70,6.33,GL,1691252598
77,ilulissat,69.2167,-51.1,48.22,61,40,5.75,GL,1691252598
78,kununurra,-15.7667,128.7333,73.38,43,3,6.91,AU,1691252321
79,san antonio de pale,-1.4014,5.6325,73.22,80,97,11.86,GQ,1691252598
80,kiffa,16.6166,-11.4045,102.9,26,98,8.75,MR,1691252599
81,selkirk,50.1436,-96.8845,83.1,62,99,6.29,CA,1691252599
82,ushuaia,-54.8,-68.3,38.86,81,75,6.91,AR,1691252599
83,kuragino,53.8975,92.6725,60.57,87,78,4.47,RU,1691252599
84,ancud,-41.8697,-73.8203,46.9,71,40,3.36,CL,1691252600
85,buala,-8.145,159.5921,76.57,94,100,6.8,SB,1691252600
86,songyang,34.4553,113.0281,78.28,94,100,2.15,CN,1691252513
87,nguigmi,14.2495,13.1092,85.87,61,92,16.15,NE,1691252600
88,susuman,62.7833,148.1667,42.78,75,27,2.48,RU,1691252601
89,klyuchi,52.2667,79.1667,69.58,69,97,2.84,RU,1691252601
90,sogndal,61.2283,7.1003,66.58,63,40,2.3,NO,1691252601
91,udachny,66.4167,112.4,55.45,76,100,14.52,RU,1691252601
92,tazovsky,67.4667,78.7,60.31,67,7,5.32,RU,1691252602
93,hilton head island,32.2163,-80.7526,90.05,77,40,5.75,US,1691252602
94,prince rupert,54.3161,-130.3201,64.49,78,75,2.3,CA,1691252346
95,tamanrasset,22.785,5.5228,91.31,22,40,14.97,DZ,1691252602
96,salavan,15.7167,106.4167,73.99,94,100,1.59,LA,1691252603
97,xam nua,20.4197,104.0439,68.36,92,100,4.92,LA,1691252603
98,thompson,55.7435,-97.8558,64.56,82,100,8.05,CA,1691252603
99,enewetak,11.3474,162.3373,82.72,79,79,12.84,MH,1691252603
100,sancaktepe,41.0024,29.2319,87.48,51,0,13.8,TR,1691252604
101,behshahr,36.6923,53.5526,82.35,71,51,3.38,IR,1691252604
102,mahibadhoo,3.7833,72.9667,83.05,75,96,9.84,MV,1691252604
103,la'ie,21.6477,-157.9253,76.1,76,40,11.25,US,1691252605
104,basco,20.4487,121.9702,82.85,88,100,31.16,PH,1691252605
105,blackmans bay,-43.0167,147.3167,48.33,86,82,5.64,AU,1691252605
106,isafjordur,66.0755,-23.124,53.64,62,20,3.44,IS,1691252605
107,novaya usman',51.6418,39.4086,84.81,54,0,5.21,RU,1691252606
108,south grafton,-29.7,152.95,45.46,96,41,3.18,AU,1691252606
109,rawson,-43.3002,-65.1023,53.96,35,50,13.38,AR,1691252606
110,las heras,-46.5419,-68.9359,45.41,51,4,19.08,AR,1691252606
111,minot,48.2325,-101.2963,75.31,56,0,9.22,US,1691252498
112,georgetown,5.4112,100.3354,83.95,92,20,3.44,MY,1691252607
113,labytnangi,66.6572,66.4183,71.69,53,0,7.47,RU,1691252607
114,west island,-12.1568,96.8225,78.78,83,100,17.27,CC,1691252607
115,aioun,16.6614,-9.6149,104.36,25,100,10.11,MR,1691252607
116,uturoa,-16.7333,-151.4333,78.4,72,27,7.05,PF,1691252607
117,ribeira grande,38.5167,-28.7,77.77,69,20,11.5,PT,1691252608
118,joigny,47.9829,3.401,62.82,81,100,17.98,FR,1691252608
119,haiku-pauwela,20.9219,-156.3051,75.04,75,0,11.99,US,1691252608
120,bilibino,68.0546,166.4372,40.17,94,100,5.66,RU,1691252608
121,troitskaya,43.3056,44.9789,80.62,43,1,8.32,RU,1691252609
122,ola,59.5833,151.2833,53.01,64,98,6.6,RU,1691252609
123,jamestown,42.097,-79.2353,78.03,63,40,5.01,US,1691252576
124,pyapon,16.2833,95.6833,79.77,88,100,7.76,MM,1691252609
125,hithadhoo,-0.6,73.0833,82.11,71,100,3.18,MV,1691252610
126,jabal os saraj,35.1183,69.2378,73.99,20,0,13.78,AF,1691252610
127,jiuquan,39.7432,98.5174,82.81,24,43,9.17,CN,1691252610
128,balaklava,44.5,33.6,86.56,43,0,11.72,UA,1691252610
129,bugene,-1.5911,31.1403,73.29,38,76,8.9,TZ,1691252610
130,mount pearl,47.5166,-52.7813,67.73,74,75,10.36,CA,1691252611
131,vorgashor,67.5833,63.95,68.92,53,0,8.08,RU,1691252611
132,la ronge,55.1001,-105.2842,68.25,64,40,12.66,CA,1691252611
133,bethel,41.3712,-73.414,83.21,60,0,5.75,US,1691252341
134,quang ngai,15.1167,108.8,81.03,71,87,6.31,VN,1691252611
135,ankazoabo,-22.2833,44.5167,74.82,39,66,11.07,MG,1691252612
136,porto novo,6.4965,2.6036,82.22,71,90,11.41,BJ,1691252612
137,chonchi,-42.6128,-73.8092,49.12,77,30,5.1,CL,1691252612
138,weno,7.4515,151.8468,78.75,94,100,10.36,FM,1691252612
139,lebu,-37.6167,-73.65,54.18,63,100,3.4,CL,1691252612
140,nadym,65.5333,72.5167,70.38,43,33,8.46,RU,1691252613
141,kendari,-3.945,122.4989,74.19,92,0,2.62,ID,1691252613
142,whistler,50.1164,-122.9695,60.19,50,50,3.02,CA,1691252340
143,lira,2.235,32.9097,72.3,71,91,5.77,UG,1691252613
144,mocajuba,-2.5842,-49.5072,97.61,33,3,3.89,BR,1691252614
145,hailey,43.5196,-114.3153,68.88,65,75,5.75,US,1691252614
146,rio grande,-32.035,-52.0986,66.31,59,0,7.81,BR,1691252614
147,obligado,-27.0333,-55.6333,81.18,32,0,7.2,PY,1691252614
148,bijie,27.3125,105.2942,67.42,94,96,2.21,CN,1691252615
149,tabasco,18.0,-92.6667,85.06,83,75,0.0,MX,1691252379
150,badger,64.8,-147.5333,63.81,82,75,3.44,US,1691252615
151,fort bragg,35.139,-79.006,86.65,62,0,8.05,US,1691252615
152,uttarkashi,30.7333,78.45,74.53,97,90,1.19,IN,1691252615
153,tolanaro,-25.0319,46.9987,69.87,64,40,13.8,MG,1691252616
154,iqaluit,63.7506,-68.5145,47.93,87,20,5.99,CA,1691252616
155,san luis,-33.295,-66.3356,69.53,38,0,13.65,AR,1691252616
156,anadyr,64.75,177.4833,53.01,81,40,20.13,RU,1691252616
157,flying fish cove,-10.4217,105.6791,76.68,94,100,13.8,CX,1691252617
158,the dalles,45.5946,-121.1787,76.32,76,100,11.5,US,1691252617
159,carupano,10.6678,-63.2585,88.09,63,32,12.01,VE,1691252617
160,namibe,-15.1961,12.1522,69.66,66,0,8.48,AO,1691252617
161,lisala,2.15,21.5167,83.95,61,69,2.04,CD,1691252617
162,thohoyandou,-22.9456,30.485,66.33,36,71,4.45,ZA,1691252618
163,malvan,16.0667,73.4667,80.55,82,100,13.98,IN,1691252618
164,tacuarembo,-31.7333,-55.9833,69.42,58,27,10.74,UY,1691252618
165,port isabel,26.0734,-97.2086,93.24,62,40,17.27,US,1691252618
166,okha,53.5739,142.9478,51.84,84,12,4.76,RU,1691252618
167,thunder bay,48.4001,-89.3168,73.38,49,40,6.91,CA,1691252480
168,walvis bay,-22.9575,14.5053,63.55,63,0,8.05,NA,1691252619
169,gereida,11.2811,25.1414,85.24,54,100,8.21,SD,1691252619
170,lake mills,43.0814,-88.9118,80.1,70,90,8.23,US,1691252619
171,saipan,15.1355,145.701,81.64,100,0,0.0,MP,1691252619
172,keflavik,64.0049,-22.5624,57.11,94,75,14.97,IS,1691252620
173,talagutong,6.2644,125.6678,81.77,81,99,3.4,PH,1691252620
174,touros,-5.1989,-35.4608,82.9,63,93,15.48,BR,1691252620
175,toliara,-23.35,43.6667,70.56,78,6,4.21,MG,1691252620
176,verkhnevilyuysk,63.4453,120.3167,65.59,58,99,8.84,RU,1691252621
177,angaur state,6.906,134.13,81.54,76,100,11.68,PW,1691252621
178,khandud,36.9513,72.318,69.93,32,50,8.37,AF,1691252621
179,malanje,-9.5402,16.341,83.75,13,1,7.18,AO,1691252621
180,fundao,-19.9341,-40.4047,83.73,39,10,4.5,BR,1691252621
181,pacocha,-17.5833,-71.3333,68.14,68,0,5.75,PE,1691252622
182,questembert,47.6667,-2.4667,68.58,56,75,18.41,FR,1691252622
183,brasilia de minas,-16.2064,-44.4333,86.54,20,85,5.57,BR,1691252622
184,nova sintra,14.8667,-24.7167,72.97,79,18,13.56,CV,1691252622
185,enriquillo,17.9,-71.2333,89.28,64,64,14.61,DO,1691252622
186,kailua-kona,19.6406,-155.9956,75.51,78,20,1.01,US,1691252623
187,orange walk,17.8333,-88.8333,89.04,54,100,5.41,BZ,1691252623
188,lihue,21.9789,-159.3672,78.39,82,75,10.36,US,1691252427
189,poronaysk,49.2167,143.1167,56.86,92,100,1.83,RU,1691252623
190,waimea,20.0231,-155.6717,63.46,90,15,5.01,US,1691252623
191,mariental,-24.6333,17.9667,75.94,17,0,5.46,NA,1691252624
192,bardai,11.65,7.2333,80.58,69,99,8.9,NG,1691252624
193,coquimbo,-29.9533,-71.3436,60.53,77,100,4.61,CL,1691252624
194,arraial do cabo,-22.9661,-42.0278,78.66,57,0,14.97,BR,1691252625
195,kitimat,54.0524,-128.6534,70.68,69,89,1.99,CA,1691252625
196,carnarvon,-24.8667,113.6333,66.38,79,0,9.51,AU,1691252625
197,kupino,54.3663,77.2981,70.52,67,98,5.14,RU,1691252625
198,mahina,-17.5065,-149.489,73.17,83,75,4.61,PF,1691252625
199,meadow lake,34.8014,-106.5436,92.5,22,2,5.91,US,1691252626
200,suva,-18.1416,178.4415,69.28,94,100,0.0,FJ,1691252626
201,pearland,29.5636,-95.286,96.91,60,0,11.5,US,1691252543
202,burang,30.25,81.1667,56.75,75,99,5.97,CN,1691252626
203,la passe,45.5549,-0.8967,66.97,79,99,20.85,FR,1691252627
204,ugoofaaru,5.6667,73.0,82.2,79,56,10.6,MV,1691252627
205,manismata,-2.4667,111.0333,74.35,97,54,2.77,ID,1691252627
206,samfya,-11.3649,29.5565,71.11,31,0,1.07,ZM,1691252627
207,panaba,21.2833,-88.2667,92.73,48,49,4.79,MX,1691252628
208,halifax,44.6453,-63.5724,71.49,93,99,16.11,CA,1691252454
209,riyadh,24.6877,46.7219,104.14,8,6,12.86,SA,1691252424
210,bathsheba,13.2167,-59.5167,88.41,74,40,13.8,BB,1691252628
211,mount isa,-20.7333,139.5,55.17,67,0,2.3,AU,1691252628
212,imphal,24.8167,93.95,72.64,97,100,2.46,IN,1691252629
213,aykhal,66.0,111.5,55.4,62,83,20.22,RU,1691252629
214,san luis de la loma,17.2706,-100.8939,84.45,58,100,0.63,MX,1691252629
215,kabo,7.6994,18.629,78.6,86,89,4.09,CF,1691252629
216,aswan,24.0934,32.907,106.9,12,0,12.66,EG,1691252630
217,new norfolk,-42.7826,147.0587,49.5,91,96,3.27,AU,1691252630
218,gadzhiyevo,69.2551,33.3362,51.94,93,100,16.42,RU,1691252630
219,vavoua,7.3819,-6.4778,82.99,70,78,2.93,CI,1691252630
220,swift current,50.2834,-107.8014,70.61,46,0,2.3,CA,1691252596
221,nassau,40.7507,-73.5829,85.05,62,0,5.75,US,1691252631
222,naze,28.3667,129.4833,77.92,92,100,33.73,JP,1691252631
223,praia da vitoria,38.7333,-27.0667,78.76,73,40,8.55,PT,1691252631
224,ed damer,17.5928,33.9592,86.34,50,95,12.21,SD,1691252631
225,stanley,54.868,-1.6985,57.13,85,40,12.66,GB,1691252411
226,mati,6.9551,126.2166,78.48,86,99,1.59,PH,1691252632
227,muzo,5.5353,-74.1078,87.94,45,49,3.42,CO,1691252632
228,lieksa,63.3167,30.0167,63.7,82,99,7.67,FI,1691252632
229,nieuw amsterdam,5.8833,-55.0833,96.03,57,63,6.91,SR,1691252632
230,alaghsas,17.0187,8.0168,91.29,46,40,9.22,NE,1691252633
231,newport,51.5877,-2.9984,63.57,75,92,24.63,GB,1691252587
232,andalusia,31.3085,-86.4833,87.66,81,75,5.75,US,1691252633
233,pisco,-13.7,-76.2167,69.85,68,75,5.75,PE,1691252633
234,puerto deseado,-47.7503,-65.8938,48.85,48,20,19.04,AR,1691252634
235,el calafate,-50.3408,-72.2768,34.99,80,19,6.15,AR,1691252634
236,puerto aysen,-45.4,-72.7,42.73,95,99,4.32,CL,1691252634
237,san patricio,28.017,-97.5169,94.06,45,23,12.44,US,1691252634
238,clinton,42.587,-82.9199,79.95,68,75,6.91,US,1691252529
239,alice springs,-23.7,133.8833,54.95,71,0,10.36,AU,1691252635
240,brits,-25.6347,27.7802,61.92,31,0,1.81,ZA,1691252635
241,yuzhno-kurilsk,44.0306,145.8556,55.06,95,100,11.12,RU,1691252635
242,kyren,51.6828,102.1408,60.08,98,100,1.86,RU,1691252635
243,college,64.8569,-147.8028,63.9,79,40,3.44,US,1691252635
244,amga,60.8953,131.9608,59.29,61,100,0.83,RU,1691252636
245,sorong,-0.8833,131.25,78.69,85,100,16.87,ID,1691252475
246,fort st. john,56.2499,-120.8529,58.89,82,20,4.61,CA,1691252636
247,fortuna,40.5982,-124.1573,61.93,94,75,0.0,US,1691252636
248,tsiombe,-25.3,45.4833,67.89,61,0,18.45,MG,1691252636
249,shalqar,47.8333,59.6,88.03,25,55,13.29,KZ,1691252637
250,crookston,47.7741,-96.6081,80.71,54,0,5.75,US,1691252637
251,bara,10.3744,10.7288,85.78,78,92,15.01,NG,1691252637
252,tucuma,-0.1833,-50.05,89.51,56,1,6.93,BR,1691252637
253,malango,-2.9627,119.9001,66.74,98,59,1.07,ID,1691252638
254,namsos,64.4662,11.4957,60.71,63,94,6.91,NO,1691252638
255,vanimo,-2.6741,141.3028,76.5,89,100,7.99,PG,1691252638
256,samana,19.2056,-69.3369,91.62,70,40,6.91,DO,1691252638
257,tabatinga,-4.2525,-69.9381,86.09,70,0,4.61,BR,1691252638
258,niafunke,15.9322,-3.9906,96.66,32,100,4.14,ML,1691252639
259,kiunga,-6.1219,141.2906,70.2,95,100,1.86,PG,1691252639
260,brezina,33.0989,1.2608,99.18,11,0,8.21,DZ,1691252639
261,las lomitas,-24.7096,-60.593,95.47,19,0,11.74,AR,1691252640
262,chilaw,7.5758,79.7953,80.49,84,83,13.42,LK,1691252640
263,ginir,7.1333,40.7,64.51,57,84,10.42,ET,1691252641
264,yangjiang,21.85,111.9667,81.07,85,31,3.04,CN,1691252642
265,port augusta,-32.5,137.7667,44.33,79,0,5.57,AU,1691252642
266,colipapa,9.4726,122.5616,80.19,81,4,3.62,PH,1691252642
267,okhotsk,59.3833,143.3,58.33,62,54,5.06,RU,1691252643
268,kurmuk,10.55,34.2833,69.69,94,100,1.92,SD,1691252647
269,padang,-0.9492,100.3543,75.25,87,10,3.2,ID,1691252357
270,leninskiy,54.2781,37.4558,80.17,58,0,4.45,RU,1691252660
271,fale old settlement,-9.3852,-171.2468,81.7,80,28,11.77,TK,1691252660
272,sur,22.5667,59.5289,88.77,61,59,9.95,OM,1691252661
273,kataysk,56.289,62.5841,72.54,64,98,6.2,RU,1691252661
274,eno,62.8051,30.1542,68.29,86,64,6.85,FI,1691252661
275,mbanza-ngungu,-5.25,14.8667,92.1,16,2,2.28,CD,1691252661
276,lewistown,40.5992,-77.5714,80.87,69,40,0.0,US,1691252662
277,zuni pueblo,35.0725,-108.8506,80.2,16,1,4.59,US,1691252668
278,zhicheng,30.2956,111.5047,85.66,74,0,2.8,CN,1691252670
279,kudahuvadhoo,2.6708,72.8944,83.21,75,91,9.71,MV,1691252671
280,twon-brass,4.3151,6.2418,78.64,80,96,15.41,NG,1691252671
281,nchelenge,-9.3451,28.734,72.32,50,1,5.1,ZM,1691252671
282,vorkuta,67.5,64.0,69.15,52,0,8.43,RU,1691252671
283,bambari,5.768,20.6757,80.11,81,96,1.79,CF,1691252671
284,hami,42.8,93.45,89.85,16,19,8.9,CN,1691252378
285,howard springs,-12.497,131.047,78.71,61,6,5.57,AU,1691252672
